,评论
211,作为一名新晋小学生的家长，我来回答一下。我工作生活的地方是上海。众所周知，上海的基础教育原先是内卷的非常厉害的。我们家娃从幼儿园中班，就开始了英孚学而思小荧星钢琴轮流来的日子。原先以为上了小学后会卷得更厉害，国家适时出台了双减政策，每天不留书面作业，双休日两天不让补习学科类的内容。虽然中考的压力还在，但确实给我们减负不少。一来平时放学时间延后了两个小时，让我们家长有时间下班以后再去接。这让那些没有老人帮忙的双职工家庭受益不少，当然苦了的是小学的老师们了。二来平时一年级放学后在家里不留书面作业，一般作业就是复习当天的汉字，背背儿歌之类，花的时间不超过半个小时，还有时间弹弹琴或者跳绳锻炼一下。三来双休日不让补习学科类的项目，可以把时间腾出来好好休息或者是补习文体类的，让小孩子更加全面发展。之前中国学生一直被诟病体质差近视眼，希望能够通过这个政策以后得到改善。我们现在就把钢琴、合唱小银星放到了周末。学而思改成了工作日在家上网课。19年的时候，上海市还出台了幼升小公民同招的政策，这使得很多原先不错的公立小学受益，不用捡民办剩下的生源了，也让很多家长也断绝鸡娃考民办独木桥的念头。希望未来能够教育资源进一步均衡化，让更多普通人家的小孩不用不用内卷，不用拼爹买学区房，就可以享受到差不多的教育。
212,我想起来我原来上学时的填表，老师先是班上开班会，老师在黑板上写，收上去之前检查，谁敢乱填就批评并且重写。说实话在学校做这种调查是完全没有任何意义的，学生和家长都得听班主任老师，还真没人愿意和班主任老师对着干，毕竟没人愿意填完一张表就退学了，就算有，也只有2.5％。但是我不是说这样不好，学生没作业那还叫学生？如果没作业来巩固每天上课学的东西，至少对我而言，我自认是考不到大学的，过不了几天就得听天书。小孩子自制力本来就差，各种离谱新闻不都在证实这一点嘛。内卷是没办法的事情，补课也是不可能停地下来的。如果你真的相信大家都不补了，那就一定会有人偷偷补，并且原来不补的人都会想补课，优势太大了，相当于天降次声波把全部人都变弱智了，但是你家孩子顶着偷偷补习的防护罩给免疫了。这就是中国家长的心理。你要说确实有自己在家里也很刻苦认真的人我信，你要说有人不用补习不用上课也考高分的人我也信，但是我这里说的不是个例，我说的是大部分人。归根结底，要治理这块得先治心病，对于家长而言补课就可以和好成绩、高成就、光明的未来划上等号。等到哪天真的能够让各省的教育资源均衡一下，我觉得才有可能让家长觉得补课没用从而注重到素质培养和精神培养。但是各省的教育资源又和经济挂钩，所以，还是卷吧，没得办法。
213,不妨追踪调查十二年试试：同一批家长，来源于各行各业、各类家庭、不同阶层，把采集数据继续扩大。从小学一年级开始，每年问卷两次。一直持续到中考、高考。神奇的事情，一定会发生。“双减”大方向是好事儿，但自家孩子啥成色、啥水平，自己心里还是有点儿数比较好。
214,“双减”下的住家教师：被包装成“新家政”，月薪可达3万元随着“双减”政策出台，打着“新家政”名义的住家教师概念悄然兴起。中共中央办公厅、国务院办公厅印发的《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》要求，不得开展面向学龄前儿童的线上培训，严禁以学前班、幼小衔接班、思维训练班等名义面向学龄前儿童开展线下学科类（含外语）培训。当过住家教师的大乔观察到，“双减”政策推出后，需要找住家教师的家庭越来越多。南都记者发现，有中介机构一方面将住家教师包装成“新家政”，另一方面又解释说他们与一般的家政人员不同，不负责家务做饭，只负责孩子的教育问题。“双减”催熟“新家政”根据“双减”政策规定，不得开展面向学龄前儿童的线上培训，严禁以学前班、幼小衔接班、思维训练班等名义面向学龄前儿童开展线下学科类（含外语）培训。此外，校外培训机构不得占用国家法定节假日、休息日以及寒暑假组织学科类培训。南都记者注意到，政策出台后，不少教育培训机构叫停了周末和假期辅导，将学科类培优课程安排在了周一至周五。如有的学而思学校将小学二年级的数学创新班安排在周三晚上进行，周末安排科学、编程类课程；有的卓越教育则将语文、数学、英语等培训班安排在周中，周末设置“素能课程”，学生可以进行围棋、编程、C++基础语言、口才训练等学习。补习机构所能提供的课程时间变动之下，部分家长选择了家教。此外，打着“新家政”名义出现的住家教师也越来越受追捧。有住家教师中介机构宣传称，住家教师相当于“生活辅导老师+体育老师+营养师+育儿师”。8月30日，教育部新闻办主任、新闻发言人续梅表示，对于学科类培训可能转入地下或者家庭来开展这种违规的学科类培训，教育部正在研究制定具体的指导意见。下一步将出台针对性举措，来指导各地进行科学的鉴别，对发现的违规问题会进行认真查处。“不负责做饭，只负责教育”9月1日，南都记者联系上一家提供住家教师服务的机构。该机构工作人员称，住家老师均有最高学历和健康证明，当南都记者问起教师资格证时，其表示：“有的老师有，有的老师没有，毕竟不是教育机构任课的。”该机构一方面将住家教师包装成“新家政”，另一方面又解释说他们与一般的家政人员不同，不负责家务做饭，只负责孩子的教育问题。这是一笔不菲的花销。该机构提供的价目表显示，住家教师的工资在每月12000至20000元之间，中介会与求职者、住家家庭签订三方合同。在此期间，雇佣家庭需要为住家教师提供免费食宿，还需要向机构缴交一笔“项目费”，若与老师签订半年的合同，项目费为9800元；若签订一年合同，项目费为14800元。工作人员介绍，项目费中包含对老师的培训费用、教师保险、“1v1私人定制化绘本”等费用。至于培训内容时，工作人员只含糊地表示“主要是一些基本的岗前培训以及注意事项”，未能提供具体培训项目名称。该工作人员为南都记者推荐了一位硕士学历、毕业于双一流大学、英语专业八级、有少儿英语老师经验的住家教师。这名老师的期望月薪为25000元。该机构官网显示，住家教师负责2至14岁孩子的生活起居、生活习惯培养等，包括与孩子们一起开展活动，帮助他们学习英语，协助进行家校联系，安排课外兴趣班等。该机构的各种介绍标榜“海伦·凯勒与其家庭教师沙利文老师”为模范案例。在其对接平台上，住家家庭可以发布需求等待老师应聘，应聘者也可以成为教师候选人等待家庭选择。官网显示，该机构已服务百余个家庭，仍有上百个家庭与老师等待对接。招聘住家教师的信息中，家长们强调对孩子的“陪伴”——与小孩相处时不能玩手机，要陪孩子玩益智游戏、提醒孩子洗澡刷牙……还有许多家庭要求老师拥有驾照，以便接送孩子上下学。也有家庭要求老师全年全程陪同孩子，包括旅游和返乡。“双减”出台后更多家庭开始找住家教师曾经当过住家教师的大乔告诉南都记者，她从今年3月开始，经家政中介介绍成为一名住家教师。据她观察，目前住家教师主要通过家政中介或者专门的住家教师中介寻找工作。她认为，住家教师更多时候是在填补父母的缺位。招募住家教师的家庭里，父母可能没有太多时间，陪伴孩子的可能是阿姨、月嫂。这有可能导致孩子养成不好的习惯，需要住家老师进行纠正。住家教师通常要参与孩子生活的方方面面，包括个性的养成、学习习惯的培养、兴趣班的选择等，有时候也要参与轻量家务劳动，比如手洗孩子的衣服，帮孩子收拾房间，甚至是帮孩子洗澡。对于这个行业，工资或许是能衡量“工作量”的标准之一。大乔称，一般住家教师的工资在1万至3万一个月，工资给得越高的家庭，住家教师的工作内容往往越是有针对性。大乔举例说，如果一个月给1万多的工资，家长可能还会要求住家教师在孩子离家后打扫下家里卫生。而如果工资能开到2至3万，这个家庭的分工可能会更加细化，一般都有专门打扫卫生的阿姨，住家教师主要负责孩子的学习及生活。她举例说，有的家庭有5个孩子，妈妈实在忙不过来，小一点的孩子就会每个配一位育儿嫂，大点的孩子每个配备一位住家教师。近年来，进入这个行业的人越来越多，但大乔觉得，住家教师行业也有很多问题，首先是培训的缺失。据她讲述，她和她认识的很多住家教师并没有经过系统培训，其中甚至有一些刚出校门的大学生，因此在常常会在遇到突发情况时不知所措。大乔介绍说，住家教师每天都要围绕孩子转，从早到晚，基本是做六休一，或者每月有四天假期，但一旦家长有要求，往往也得调整休息时间。至于“五险一金”，大乔无奈地表示，其所了解的住家教师基本都没有。雇主一旦不满意，随时都可以要他走人，“当天就让你走，也不会给你缓冲时间”。在“双减”政策出台后，大乔发现，寻求住家教师的家庭越来越多，其中还有很多中产家庭，这是以前没有出现过的趋势。“以前（雇主）可能是开工厂的老板或者是集团董事长，但现在更多人都开始找住家老师。”如今，大乔跳槽到企业工作，同时备考教师资格证。“我还是很喜欢住家教师这个行业，喜欢跟小孩接触。但是因为这是很注重人与人之间交流的职业，有的时候难免遇到糟心的事情。”她表示，如果再次从事这个行业，她希望是以中介的身份，同时亦希望住家教师能得到更多保障。
215,教育部：调查问卷显示，97.5%的家长对学校新学期减负措施表示满意，其中六成以上家长表示非常满意。有人说，这个调查问卷是学校和老师让家长填的，大家都不敢跟学校和老师对着干，不敢填写真实的想法也有人说，新学期开学还不到1个月，时间太短，还不能反应出双减的具体成效很多人可能会对这一数据有所异议，但学校教育也确确实实在发生着改变说一下这段时间来我们机构上课的学生和家长的真实感受吧学生：现在班里上补习班的同学很少很少了，大部分都是在周末像他们一样上美术、游泳等兴趣班，同学们课后向老师问问题的频率高了，不再等着去补习班去问辅导老师了。家长：不用再着急忙慌的去接孩子放学了，孩子的作业量也确实少了，再也不用熬夜了，感觉比以前压力少了很多。对于我们少儿美术培训机构来说，最近这段时间来报名的孩子明显增多了，主要原因就是周末不能上补习班，给孩子培养一项兴趣爱好也是一个不错的选择。
216,牛批。先贤哲人哪个不称学习作“苦读”。学习本就是件吃苦才能后甜的东西。怎么现在都宣扬“快乐”，快乐应该是因为学习有收获而快乐，而不是少学少练的轻松快乐。一二年级打基础最关键时不留书面作业…数学不算、语文不写，三年级得成啥样啊。这一批孩子是真的倒霉。这满意度有参考性吗？有的话只能说没救了。
217,其实反馈不了什么真实情况。小学一、二年级不布置家庭书面作业，小学三至六年级书面作业平均完成时间不超过60分钟，初中书面作业平均完成时间不超过90分钟。一少，是减少考试次数。两优，即优化校内课后服务和优化学生课后作息安排。小学生就寝时间不晚于21:20，每天睡眠时间应达到10小时；初中生就寝时间不晚于22:00，每天睡眠时间应达到9小时。这个回答只说两个，一个是每天写作业的总时间，一个是每天的作息时间。这是初一日常作业的一部分（英语和其中一科，剩余的科目没拍，中英数固定每天都有作业练习，历史政治生物地理看当天有没有课），屏幕前的你，觉得90分钟以内搞得定吗？这是刚刚过去的中秋假期那部分（生物、地理未写）。只看语文、数学两科作业各自耗掉90分钟以上，妥妥的，别的都还没算。这是小学四年级的日常。可以看到其中一部分的日期也是连贯的。非常可怕的是。好像没人想说真话。大家心照不宣。这些作业每天的布置量。有时比上个学期少了十多二十分钟，有时比它多十多二十分钟……整体上，中小学生的日常学习压力大依旧摆在那。这是双减后的兴趣班一部分。每处马赛克后面都是一张张孩子的脸。老实说，跟以前相比，没什么分别。孩子们并没有获取更多的额外休息玩耍。当然，如果把篮球课游泳课理解为一种玩耍，我也没话说了。毕竟，很多孩子觉得的玩耍和兴趣，跟家长觉得的玩耍和兴趣，是常常有出入的。作业量、兴趣班的大同小异。已可反推作息时间玩耍时间的大同小异了。
218,不就是双减版的“你幸福吗？”请领导们放心，我们有经验，知道该怎么填问卷，保证不出岔子。
219,当然满意了，因为有标准答案
220,在班主任指导下写的调查表，离调查目的偏离值肯定是不远的，如果远了也不会公布哈。我参加了调研，虽然是匿名的调研，咱也是认真的写了。原来小学三点半放学的时间安排，现在延后有分三档次：第一档是三点半到四点半，老师指导完成各科目课后作业，这个我们班主任建议无特殊情况都参加。结果呢，基本上同学都参加了。第二档是兴趣课，我听嘟宝说有编程，有乐高课，有美术课，还有书法课。这些课都是学校邀请外面的老师来完成的，一个老师对应四十多个学生，感觉效果应该一般。嘟宝说，今天的编程课上，她被老师邀请上讲台，点了一下鼠标，算是参加了编程体验了。感觉理想与现实还是有些差距的。我们班的小朋友大概80%都参加了第二档的兴趣课。这个兴趣课目前也是学校出钱请外面机构上的，没有让家长出钱，这个倒是提现了社会主义优越性了。还有第三档是五点半到六点，针对不能及时来接孩子的各别同学，跨年级聚集在一个教室里有老师或者特定人员看管，这个目前很少看到有。现在孩子回来确实没有作业了，没有周考也没有月考，一二年级的英语等科目连期末考试都没有了，作为家长我也很迷茫，孩子到底掌握的如何呢？该怎么检查？@知乎亲子
221,谢谢，挺好的，啥时动房价？
222,"双减的根本目的还是拯救生育率吧,从这次调查结果能看出教育部的工作是卓有成效的,那么不如把教育部的同志直接调派统计局,马上就能从源头上解决生育率问题."
223,这事儿的总体回答就是…“不可说不可说，一说即是错。”Ⅰ·数据的可信度首先，我们看到在题目中的链接说这是通过扫描二维码的形式进行统计的。那么扫描二维码就是实名制吗？是匿名的，还是公开的呢？无论是匿名，还是公开的投票，大家都有胆量去投不满意吗？其次，如果真的有2.5%的人投的是不满意，我们真的要敬佩他们的勇气。又或者，这2.5%的人只不过是掉线罢了。大家都知道：对于这样的事情，但凡是有点心思的人都是不敢投反对票的。即使学校不会进行硬性处置，但是也很有可能会来三番四次找自己的事，直到我们把答案改成了满意为止。更尴尬的是：如果改不了答案，还要写个什么说明这样的话，小作文的水平又被段炼了，不是这更麻烦了吗？所以，懂的人都懂。Ⅱ·父母们到底对什么满意？如果父母们要对某一项政策满意，大概率并不是孩子不用那么累了，也不是孩子们在学校过得开心了。令他们满意的内容，非常的清楚：①自己的孩子在竞争中有优势，甚至碾压了对方，产生一种极强的自尊提升的感受。②自己的孩子考上了非常有名的大学。③自己的孩子的考分非常光鲜亮丽。④以上三个全有！这三个是最直接的，如果还要加上一个那么很多上班族的父母们就更乐意了——自己的孩子，不用花自己的时间去管！自己想干嘛的时候就可以随便去干！有人帮自己看着，按照自己的心思去指导他们或管住他们！所以我们看看“双减”之后，如果父母要带娃的时间变长了，他们真的会满意吗？Ⅲ·学生们满意吗？明明学生是学习的主体，为什么这些调查都不问问学生们满意吗？哦！对了！因为他们不能碰电子设备，尤其是手机。我的学生中也不乏高中生。我们不妨来听听学生们的反馈：①高三的学生几名高三学生向我反馈说“双减”之后也许是自己身上高三了，题目的难度越来越大，自己反而觉得压力更大了。因为反正男的做不出花的时间更长了，体量少没少，真没有感觉到。②非中心城市的学生另外，还有一些并不在中心城市的学生怡然被要求去其他地方开小灶。政策的执行力度必定是需要成本来体现的。越是偏远的地方，在基层执行能力就越有限，因为成本越不够。这样说起来，好像学生们的日子并没有变得更轻松、快乐！Ⅳ·结语有些东西说出来，是给想听的人去听。真正到底是什么效果？使用者和当事人感受是什么样？只有真正想听到的人，才会真正的去发现，去观察和去理解。很多事情要解决，需要符合底层的经济学逻辑，也要符合底层的社会学逻辑。教育问题要落地，还得从这两个底层逻辑入手。
224,问卷是真实存在的，只是没有对外公开。我是一年级家长，我收到了学校指定人员的教育部基础教育司的问卷。我根据学校要求完成了问卷。我是家委会成员。我们班级家委会成员3人。我们学校每个年级10个班级。问卷的地址我觉得如果放了可能会被封号，题目大家看一下。后面是一个输入验证码的地方，以及提交按钮
225,这不禁让我想起几年前那个关于你幸福吗的调查。不过也说明过去几十年的教育很成功，只有2.5%的失败率，今后争取百分百成功哈。当然，才开始就效果就这么显著了，之后就不用太着急了吧~
226,30年前，这个国家开始“双减”教育改革，让孩子养牛捡粪，后来……前几天的教育部发布会上，教育部教材局局长田慧生又提出了「劳动」对孩子的重要性。他说：基础教育阶段，重点要让学生体验传统劳动，感受劳动艰辛，形成热爱劳动、尊重劳动成果的观念。到了初中、高中，要有一定比例走出学校劳动。要求各地要在课外校外活动中安排劳动实践，中小学每周课外活动和家庭生活中劳动时间，小学1至2年级不少于2小时，其他年级不少于3小时；高中和大学还要推动将学段综合评价结果作为学生升学、就业的重要参考。简而言之，就是双减之后，劳动的重要性会更突出。其实给孩子们学业进行减负，培养综合素质和劳动技能培养，并不是什么特别新的提法。咱们的邻国日本，在30年前也进行过类似的教育改革。主要方法也是减轻学生负担，不公布成绩，不对学生进行排名等等。同时也很重视劳动的培养。当时有一所伊那小学正是以“综合教学”闻名日本。被媒体火热宣传，视为标杆。上课不用教材，期末不设考试，也没有固定课表，老师根据当天课堂情况来决定第二天的日程安排。这种教育方式，更重视学生们从生活经验中获取学习的热情和动力，也被称为“体验教育”。他们让三年级春组的孩子，养育一头叫劳拉的奶牛长达3年的时间，这中间，因为奶牛，衍生了更多劳动。这群9、10岁的孩子，不但自给自足养大了这头小奶牛，自己也收获了太多课本之外的东西。劳拉和孩子们的故事，被拍成了纪录片《另一种教育》。日本教育改革引起了不小的争议，但从《另一种教育》这部纪录片里面，我们能很清楚的看到：劳动对孩子的教育，潜移默化，有着很多课本，难以企及的深度。为了养一头小牛孩子们爆发了超出年龄的能量伊那小学3年级春组的孩子，曾在一年级时，帮忙照顾过一头农协借来黑白花牛。9个多月的时间里，孩子们和这头牛建立了深厚的感情。到底要不要养这头牛？这群孩子为养牛，做了一系列的准备：1.在劳动中，激发解决问题的思维孩子们特别渴望看到一头幼牛，是怎么长成奶牛的。老师却提出：假如我们养一年的话，需要负担它的饲料，这些钱从哪来？孩子们之前是协助照顾牛，从没想到过养牛是要花钱的。可为了实现愿望，他们开始很认真地考虑，怎么养活这头牛。有的孩子说，可以用我们种的土豆和蔬菜，卖钱换饲料；有的孩子表示，可以夏天割草，再晾成干草给牛吃。最后，大家一致决定：要养牛！要用自己的劳动，实现照顾好这头小泽西牛的愿望。2.在劳动中，体会具体的数学教育。决定了养牛，孩子们就要提前检查开销。牛饲料每个月是5190元，10个月是多少钱？12个月又是多少钱？他们还没学过2位数的乘法。一个叫刚志的男孩，把5190加了10次。他们甚至自己研究出了多位数乘法的算法，并说出了为什么要这么算。当确定牛一年的花费后，全班都沸腾了，孩子们鼓掌欢呼，为自己的研究，发自肺腑地开心。3.在劳动中，让孩子学到技能，身心得到锻炼为了迎接小牛到来，孩子们还把牛棚翻新了。他们带着头盔、手套，挥舞着小扳子、小锤子，热火朝天地搬木板、钉钉子，干活，用几天时间，给小牛建了新牛棚。4.在劳动中，让孩子感受自然之美牛棚翻新好后，孩子们还要考虑，采集什么落叶铺进牛棚。这个过程中，又促使他们走进大自然，实地去看去收集。这群孩子的故事，让我们看到——劳动对孩子的锻炼，是全方位的，更像是一种浓缩版的生活教育，它让孩子们有欲望、敢追求，滋生智慧和勇气，也能提升认知和审美。就像教育部教材局局长田慧生所说的：体力劳动永远不会过时。孩子们在出力流汗中，获取的不仅仅是技能，更有对学习的热情，对生活的热爱，还有很多很多难以量化的东西。劳动，就是用生活教育孩子的最高级形式。大家怎么看呢?
227,近期引起反响最大的就是教育领域的双减政策了，大家为什么对教育有那么大？要想了解清楚此次教育部的双减政策为什么能让老百姓的满意度如此高，关注度如此大我们得从我国的社会的层面深层次的剖析问题所在。现在我们的在我们中国的老百姓家庭支出中，除去房产，教育支出是最大的一块了，教育支出培训补课等开始让很多家庭承受不住了，而且呢这个大还不仅仅是经济方面的，还有精力方面的，今天我们来谈教育，我们就花点时间来把一把问题到底出在哪里以及形成的原因。我们国家教育分为5个阶段，幼儿教育阶段就是幼儿园的学前教育，呃接着就是呃我们小学和初中的9年义务教育，再然后就是中等教育，包括高中和中专，再然后呢就是高等教育，包括大学的专本科，然后就是研究性教育，就是硕士博士的培养，当然很多人就把专本科硕士博士都跟他一起叫高等教育了，厄在我们国家呢有一个普遍很有很奇特的现象，就是我们每个人都是教育家，每个人谈教育呢，而每个人都在发表着不同的意见，而且每个人都觉得自己说得很好。所以谈教育呢，好谈也非常不好谈，因为每个人都在说呢，但是归纳起来呢，就有那么几派。第一是崇洋派，唉，觉得教育还是国外的好啊，教育为国外之上叫国外都是对的，我们国内一切都是错的，第二派是父母派，唉，说起教育孩子了，我们老祖宗真的好啊，我们这个教学的全部采用文幼儿教学写繁体字，爱学对对子啊，被四书五经考八股文。第三派的是民国派，唉，一直在想念那种民国的清新风是吧，恨不得明天就把蔡元培老先生给请过来，然后呢去北大还是当校长去，这也不奇怪，因为每个人都是教育的参与者，呃其他行业也不一定参与过，但是教育和学校我们都是参与过的，我们曾经都是学生，今天呢我们又都是家长参与自己孩子的教育，因此呢我们每个人都有发言权，每个人都可以发表了自己的不同的意见，然后呢又觉得自己可以对教育对老师。我们称老师是园丁是灵魂的工程师是燃烧自己，照亮别人的蜡烛，我们把很多赞美之词都给了老师，可在实际生活当中我们有严重的缺乏对老师的崇敬，甚至连基本的尊重都没有了，大家对老师反而有很大的意见，抱怨指责多于感谢，感激感，这是一个很奇特的矛盾。我们国家的教育从新中国城以来走过了三个大的阶段，第1个阶段呢扫盲阶段，因为新中国成立之初，全国有5.5亿人，其中有4亿是文盲，是那种连自己的名字都不会写，不会认识的那种叫做斗大志不知一箩筐，文盲率高达百分之80，而在广大的农村地区更是高超过了95%，同时全国学生前儿童入学率仅是20%，初中入学率更是只有6%，所以当时我们的教育的主要任务是扫盲，从1949年到1969年，短短20年的时间内，我们新中国进行了4次大规模的扫盲运动。消除了1亿的文盲，到了2000年，我国的文盲率已经降到6.7%，这是人类文化历史上的一个伟大的奇迹。第二阶段是短平快阶段，时间进入了80年代，因为1977年已经恢复了高考制度，高层次人才的选拔和培养已经恢复了正常，但是随着改革开放和现代化建设迅猛拉开，对人才的需求极度缺乏，从小学到大学这个过程走下来学校的规模较小，一个数量也较少，所以培养出的人才呢就很少，第二呢培养周期过长，为了满足当时社会建设和经济发展对人格的需求，1985年中央作出关于教育体制改革的决定开始，大规模设立中专，就让初中毕业的优秀学生呢，考入中等职业学校，经过三年或4年的学习，据备了初级的职业技能，然后国家包分配直接进入社会工作，缩短人才的培养周期，可以说这是一项非常伟大的决定。当时解决了很多人的就业问题。第三阶段是现代教育阶段，由于改革开放的持续深入我们的经济，我国经济得到了快速发展，对高层次的人才出现了巨大的缺口，所以1999年教育部出台了面向21世纪教育振兴行动计划高校开始大规模扩招，高校的发展呢也进入了飞速发展轨道，当然2019年我国的高等教育毛入学率超过了50%进入高等教育普及化阶段，在1999年高校扩招的同时国家对中专生工作包分配制度进行了配置，并开始大规模的关停并转中等职业学校。留下来的不足原来的1/10，今天我们对教育的各种意见和不满就是由此来的导火索，我们国家是社会主义国家，无产阶级专政，人民当家作主，为人民服务，我们和资本主义国家最大的区别。在于我们国家绝对不允许像韩国那样的财阀垄断资源，继承美国日本那样的政治集团的存在，不允许阶层固化。而实现这一路径，就是保证平民子弟子的寒门子弟读书通道的畅通，我们的教育就承担着这一重大的责任，个平民子弟因为他考上大学就有可能改变整个家庭或者整个家族的命运，一个贫困地区的孩子有可能是哥是个孤儿，吃百家饭长大的，那么考上顶尖学府以后呢，他就有可能进入非常好的企业工作，或者直接可以进入顶级核心的国家政府部门，第2种情况在西方国家基本上是不可能出现的，这一点我们每个普通人都要有一个清醒的认识，所以北大清华复旦这样的顶尖学府，每年都有一定的比例一定要录取贫困地区的考生。哪怕是降分也要录取，这是政治任务，这是我们国家教育要承担的责任。这是非常好的制度。是非常好的设计，为什么大家还有意见呢？问题出在哪了呢？第一最大原因就是由于1999年我们国家的高校开始扩招，让高等教育进入了普及化阶段，高中考大学呢，由原来部分优秀学生的权利变成了普通学生也可以实现的梦想，这样的结果就是大学生变得多了起来大学毕业文凭就变得平常了，很多岗位和职业明明初中生就可以胜任了，但是为了显示高大上也跟风要求是大学文凭，这就让整个社会形成了唯学历论。第二从1999年开始，高校开始扩招，国家呢就加大了力度对高等院校进行投入建设，同时呢开始大规模的关停并转中等职业学校，但是并没有加大力度建设高中，这样就造成了高中的教育资源与我们的社会需求出现了严重的脱节，于是就造成了我们的孩子完成了九年制义务教育后注定有一半的孩子无法走进高中课堂，无法走进高中大门，那就那你进不了高中，那就基本上与优秀大学教育无缘了，那些优秀大学的大门虽然对这些孩子还敞开的，但是在走进去的难度就呈几何级的增长，一方面是这个社会的文学理论学历是敲门砖，没有学历一点机会都没有，一方面是中考只有一次机会，而且注定了要淘汰50%，那怎么办，只有竞争了，我们中国人的观念中就是一切都是为了孩子，那既然一切都是为了孩子，那就调动一切时间参与竞争，于是这场竞争就不再是孩子与孩子之间的竞争，变成了家庭与家庭之间竞争父母财力之间的竞争，于是为了不让孩子输在起跑线上，那就开始拼命的补课，教育内卷不断升级，我们的孩子又变成这个社会最累的人，最忙的人，周一到周五学校上课，晚上回家补课。开始越来越激烈，内卷一旦开始只会升级，在这样的氛围下，大家就开始争相的上培培训班，上辅导班，然后培训就慢慢形成一个产业，，一些聪明人就看到了一些商机，那些精英们就开始进入这个行业中了，比如说我们北大某某一个老师，就辞职不干了，去做了个培训学校新东方，然后又借助资本力量上市了，风光无限，有了某某老师在前面打样，就有人开始跟风。又有一个北大的某某针对中小学的培训，叫学而思教育，然后也上市了，然后又一个北大学生一看，呀，你们干了英语你们干了中小学，那我做幼儿园吧，于是红黄蓝幼儿园借助资本，力量也上市了，另外一个北大学生一看，唉，从幼儿园到大学你们都干完了，那我干啥呀？于是他把眼光瞄准了毕业生做了个中公教育啊，然后前几年还在北大捐了10个亿，都说北大出精英出人才，果然名不虚传。不像我考不上。北大精英唉，都去干培训去了，资本是做生意的，操纵资本的人都是精英，生意人肯定以赚钱为目的，那么他们进来以后的教育就不再是做教育的了，那他任务是要为股东为股民赚钱，那就他们进来之后就加速了这个行业的竞争就加速了。家长的焦虑，如果你没那么没有多余的钱的普通人怎么办？上不起培训班的孩子怎么办？于是就出现了，我们所有人都不愿意看到的局面叫做寒门再难出贵子，一方面是寒门再难出贵子，那就变相的堵着了寒门子弟向上进升的通道，另一方面是培训机构里有大量的用钱砸出来的伪学霸，再一方面就是国家对于公立幼儿园建设和投入的滞后，然后幼儿园变成了资本的游乐场，然后幼儿教育变成了年轻妈妈的一个沉重的负担，这几项已经严重地踩到了我们的底线，本来我们国家的9年义务制教育是世界上同年龄段最好的教育结果呢，结果又让我们开始失望，在这样的发展背景下，国家再不果断出击砍断资本力量，均衡教育资源。后果将非常的严重。于是今年国家出台了一些列政策从房地产，教育等方面都是力度相当大也是非常正确明确的好政策。双减政策，能不能彻底的解决的问题呢？近期的成效其实已经初见，我们也期待在不久的明天，让农村的孩子也跟城里的孩子一样享受同等的教育资源，享受同等的教育政策。祝愿我们的国家明天越来越好。
